iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,location,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,gtype,grace,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ransom,ransomamt
2013,7,25,United States,New Hampshire,Manchester,42.995673,-71.454741,The incident occurred on Lagrange Avenue.,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Society of Great Manchester,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,"Fire, rocks, and bricks were used in the attack.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),30000,A mosque was damaged in this attack.,,
2014,10,24,United States,New Mexico,Albuquerque,35.068259,-106.62154,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Center of New Mexico,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,,
2014,11,23,United States,Oregon,Pendleton,45.672075,-118.788597,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,217,United States,United Aryan Empire,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,An explosive device and a .45-caliber handgun were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,,
2015,2,10,United States,North Carolina,Chapel Hill,35.896708,-79.009738,The incident occurred in the Summerwalk Circle area of the city.,1,0,2,Armed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,"Muslim Civilians: Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, Razan Mohammad Abu-Salha",217,United States,Anti-Muslim extremists,Racial Supremacy,White,5,Firearms,A .357-caliber pistol was used in the attack.,3,3,0,0,0,0,0,,,,,,
2015,11,6,United States,California,Ingelwood,33.959535,-118.348342,The incident occurred in Los Angeles county.,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Sikh Civilian: Balwinder Jit Singh,217,United States,Anti-Sikh extremists,Racial Supremacy,White,9,Melee,,0,0,0,1,1,0,0,,,,,,
2015,11,15,United States,Connecticut,Meriden,41.519714,-72.840257,The incident occurred along Main Street.,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Baitul Aman Mosque,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,5,Firearms,An M14 rifle and a 9-mm handgun were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,,
2015,11,19,United States,Virginia,Falls Church,38.861472,-77.146621,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Dar Al-Hijrah Islamic Center,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,Molotov cocktails and a fake explosive device were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),200,A gate at a mosque was damaged in this attack.,,
2015,12,5,United States,New York,New York City,40.781593,-73.91357,The incident occurred in the Astoria area of Queens.,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian,217,United States,Anti-Muslim extremists,Racial Supremacy,White,9,Melee,,0,0,0,1,1,0,0,,,,,,
2015,12,8,United States,North Dakota,Grand Forks,47.900053,-97.044649,,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,Jubba Cafe,Restaurant,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),90000,A restaurant building was damaged in this attack.,,
2015,12,11,United States,California,Coachella,33.69288,-116.187442,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Society of Coachella Valley,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,,
2016,1,15,United States,New York,New York City,40.828977,-73.856654,The incident occurred at the intersection of Watson and Pugsley avenues in the Bronx.,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian: Mujibur Rahman,19,Bangladesh,Anti-Muslim extremists,Racial Supremacy,White,9,Melee,,0,0,0,1,,0,0,,,,,,
2016,7,4,United States,Missouri,St. Louis,38.656298,-90.413024,,0,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Temple Israel House,Former Synagogue,217,United States,Black Hebrew Israelites,Racial Supremacy,Black,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,,
2016,7,5,United States,Missouri,St. Louis,38.70333,-90.248796,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Greater St. Paul Missionary Baptist Church,Church,217,United States,Black Hebrew Israelites,Racial Supremacy,Black,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,,
2016,7,7,United States,Texas,College Station,30.62228,-96.347518,,1,0,2,Armed Assault,15,Religious Figures/Institutions,87,Affiliated Institution,Unknown,Islamic Community Center,217,United States,Anti-Muslim extremists,Racial Supremacy,White,5,Firearms,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An Islamic community center was damaged in this attack.,,
2016,7,7,United States,Texas,Dallas,32.779578,-96.804259,,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Dallas Police Department,Officers,217,United States,Anti-White extremists,Racial Supremacy,Black,5,Firearms,"An SKS rifle, a Glock 19 Gen4 pistol, and a Fraser .25-caliber handgun were used in the attack",6,6,1,9,9,0,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.,,
2016,9,12,United States,Florida,Fort Pierce,27.374522,-80.337837,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Center of Fort Pierce,Mosque,217,United States,Anti-Muslim extremists,Racial Supremacy,White,8,Incendiary,,0,0,0,0,0,0,1,4,Unknown,-99,A mosque was damaged in this attack.,,
2016,10,4,United States,Indiana,Indianapolis,39.825657,-86.227067,,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarters,217,United States,Anti-White extremists,Racial Supremacy,Black,5,Firearms,A semiautomatic assault rifle was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,,
2016,10,13,United States,Indiana,Indianapolis,39.826113,-86.227124,,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarter,217,United States,Anti-White extremists,Racial Supremacy,Black,5,Firearms,A semiautomatic assault rifle was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,,
2016,12,15,United States,Texas,Dallas,32.776664,-96.796988,,0,0,1,Assassination,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Newsweek,Journalist: Kurt Eichenwald,217,United States,Anti-Semitic extremists,Racial Supremacy,White,12,Other,A strobe light GIF sent via Twitter was used in the attack.,0,0,0,1,1,0,0,,,,,,
1970,1,19,United States,New Jersey,Jersey City,40.728075,-74.077825,Front of building,1,0,7,Facility/Infrastructure Attack,22,Violent Political Party,110,Party Office/Facility,Black Panther Party,Headquarters,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Gasoline was placed on the steps of the building and set on fire.  Between 10-30 shots were fired.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The fire caused minor damages to the door and the front of the building.  The created caused holes in the door and the cardboard that was covering the windows.,0,
1970,1,25,United States,Mississippi,West Point,33.60651,-88.650419,,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,71,Race/Ethnicity Identified,Building,Building used as a meeting place for African Americans.,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Building burnt down,0,
1970,1,28,United States,Washington,Seattle,47.60356,-122.329439,Front of building,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Jewish Synagogue,Temple De Hirsch,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),3000,Small hole in the door,0,
1970,2,6,United States,Washington,Seattle,47.60356,-122.329439,,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Jewish Synagogue,,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door of synagogue damaged and windows shattered at nearby houses,0,
1970,2,6,United States,Washington,Seattle,47.608758,-122.329439,Central District,1,0,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,White politician who represented a Black constituency,Fred Dore,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,The house was badly damaged.,0,
1970,2,17,United States,Louisiana,Covington,30.493919,-90.132512,Men's Restroom,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,School planned to be integrated,Covington High School,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"4-foot hole blown into a wall, stall partitions damaged, and windows shattered.",0,
1970,2,22,United States,New York,Ithaca,42.455233,-76.475847,Cornell University,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,"Black Women's Collective, Cornell University",Dormitory housing Black Women's Collective,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Kerosene flare pots,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Car sustained minor damages and a broken window,0,
1970,2,24,United States,Colorado,Denver,39.74001,-104.992259,Porch in front of house,1,0,3,Bombing/Explosion,14,Private Citizens & Property,68,Named Civilian,,Wilfred Keyes,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Dynamite Pipe Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Front porch was destroyed and windows in the house were shattered,0,
1970,3,9,United States,New Mexico,Albuquerque,35.084319,-106.619781,,0,0,3,Bombing/Explosion,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of New Mexico,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Homemade incendiary time bomb,0,0,0,0,0,0,0,,,,,0,
1970,3,9,United States,Connecticut,Bridgeport,41.18188,-73.191269,,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,African American Church,Shiloh Baptist Church,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,
1970,3,16,United States,California,San Bernardino,34.105245,-117.294124,"Living room, outside of house",1,0,7,Facility/Infrastructure Attack,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Black San Bernardino Councilman,Norris Gregory,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Firebombs,0,0,0,1,1,0,1,3,Minor (likely < $1 million),4000,The house was damaged and the drapes were set on fire,0,
1970,3,20,United States,Michigan,Detroit,42.331685,-83.047924,In front of his car,1,0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,Michigan Civil Rights Commission,Burton I. Gordin,217,United States,White extremists,Racial Supremacy,White,5,Firearms,Three shots fired,1,1,0,0,0,0,0,,,,,0,
1970,3,20,United States,Oregon,Portland,45.511795,-122.675629,Near Trucks,0,0,3,Bombing/Explosion,4,Military,28,Military Recruiting Station/Academy,US Military,United States Army Reserve Training Center in Portland Oregon,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Two firebombs,0,0,0,0,0,0,0,,,,,0,
1970,3,24,United States,Ohio,Cleveland,41.508882,-81.611701,At the pedestal of The Thinker statue.,1,0,3,Bombing/Explosion,14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,Cleveland Museum of Art,The Thinker statue,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Pipe bomb consisting of the equivalent of three sticks of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Base and legs of the statue were destroyed,0,
1970,4,1,United States,New York,Ithaca,42.455233,-76.475847,Cornell University,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,"Africana Studies and Research Center, Cornell University",Building housing Africana Studies and Research Center,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,Upper two stories and roof of building damaged.  Records and research material destroyed.,0,
1970,4,19,United States,Washington,Seattle,47.60356,-122.329439,Capital Hill Area,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/CafŽ,Restaurant constructed by African Americans,Drive-in Hamburger Restaurant,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,,0,
1970,4,19,United States,Washington,Seattle,47.60356,-122.329439,Capital Hill Area,1,0,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,White politician who represents a Black constituency,David G. Sprague,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,The house was slightly damaged.  16 windows were shattered.,0,
1970,4,19,United States,Washington,Seattle,47.60356,-122.329439,Capital Hill Area,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Church,Japanese Presbyterian Church,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,,0,
1970,4,19,United States,Washington,Seattle,47.60356,-122.329439,Capital Hill Area,1,0,3,Bombing/Explosion,1,Business,,,Realty office that employed African Americans,Hardcastle Realty,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,All four bombs went off in a span of 90 minutes.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),4000,,0,
1970,6,25,United States,Texas,Longview,32.50064,-94.741075,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,African American owned house in a white neighborhood in Longview Texas,,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,
1970,7,3,United States,New York,New York City,40.78306,-73.971249,Manhattan,0,0,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,,Apartment of Justice Jawn A. Sandifer,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,"One by twelve inch pipe bomb, a bottle of gasoline and a timing device in a cardboard box",0,0,0,0,0,0,0,,,,,0,
1970,7,4,United States,Texas,Longview,32.50064,-94.741075,Underneath buses on the outside rows,1,0,3,Bombing/Explosion,8,Educational Institution,50,Other Personnel,Longview Texas School District,School buses of the Longview Texas School District,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Twenty seven nitroglycerine charges attached to a common detonator,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,"Thirty three buses damaged.  Almost half of those buses sustained heavy damages.  Every bus but one, was eventually put back into service.",0,
1970,7,11,United States,Massachusetts,New Bedford,41.637675,-70.930869,Around Kempton Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,African Americans,African Americans in New Bedford Massachusetts,217,United States,White extremists,Racial Supremacy,White,5,Firearms,Shotgun blasts were fired in rapid succession.,1,1,0,3,3,0,0,,,,,0,
1970,7,16,United States,Illinois,Chicago,41.88415,-87.632409,,1,0,7,Facility/Infrastructure Attack,12,NGO,61,Domestic NGO,,Southeast Community Organization,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,,0,
1970,7,31,United States,North Carolina,Charlotte,35.2225,-80.837539,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,White house in Black neighborhood,Home of Mr. & Mrs. Franklin Williams,217,United States,White extremists,Racial Supremacy,White,5,Firearms,,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if any of the bullets hit the house.,0,
1970,8,10,United States,Oregon,Portland,45.511795,-122.675629,,1,0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Selective Service Headquarters, Portland Oregon",217,United States,White Panther Party,Racial Supremacy,White,8,Incendiary,Three Molotov cocktails consisting of wine bottles and gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,"Two desks, several chairs, mail, and a rug were damaged by the fire",0,
1970,8,15,United States,Mississippi,West Point,33.60651,-88.650419,Parking lot of a West Point grocery store,1,0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,,John Thomas,217,United States,White extremists,Racial Supremacy,White,5,Firearms,,1,1,0,0,0,0,0,,,,,0,
1970,8,28,United States,North Carolina,Rocky Mount,35.948199,-77.795207,Outside of the G.W. Bullick School,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,School,G. W. Bullick School,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,The explosives were suspected of being dynamite.  They went off moments apart.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,A wall was damaged and a water tank were damaged.  15 windows were shattered.,0,
1970,9,20,United States,Massachusetts,Newburyport,42.811978,-70.872638,,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,National Guard Armory,217,United States,Welsh Extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,
1970,10,1,United States,Maryland,Baltimore,39.290555,-76.609604,,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,84,Political Party Member/Rally,Campaign Headquarters of African American Congressional Candidate,Campaign Headquarters of Parren Mitchell,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Flammable liquid thrown through front door of building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,
1970,11,1,United States,Pennsylvania,New Castle,41.001845,-80.34724,Outside of Rainbow Gardens Bar,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black person,Ronald Mitchell,217,United States,White extremists,Racial Supremacy,White,5,Firearms,Drive-by shooting.,1,1,0,0,0,0,0,,,,,0,
1970,11,8,United States,Illinois,Cairo,37.005105,-89.176269,,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,African Americans,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,217,United States,White extremists,Racial Supremacy,White,5,Firearms,,1,1,0,0,0,0,0,,,,,0,
1971,1,1,United States,North Carolina,Mount Gilead,35.214905,-80.001234,,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Garage of the father of a civil rights attorney,The garage of William Chambers,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),11000,,0,
1971,2,4,United States,North Carolina,Charlotte,35.2225,-80.837539,,1,0,7,Facility/Infrastructure Attack,2,Government (General),14,Judge/Attorney/Court,Civil Rights Office,Law Firm of Julius Chambers,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Investigators believed that the fire was set by a chemical.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,The building was destroyed.,0,
1971,8,23,United States,New York,New York City,40.850752,-73.929001,Manhattan,0,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Yeshiva University,"Main lobby of Yeshiva University Building, Manhattan New York",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Pipe bomb with timing device,0,0,0,0,0,0,0,,,,,0,
1971,9,1,United States,Georgia,Columbus,32.462925,-84.987629,Two classrooms in a vacant school,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Desegregated school,,217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,
1971,9,2,United States,North Carolina,Kannapolis,35.487474,-80.622003,,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Desegregated school,George Washington Carver Elementary School,217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Eight gasoline filled beer bottles with burning wicks were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The building was only slightly damaged.  Three firebombs were thrown against walls of the school and five firebombs were thrown through the windows.,0,
1971,11,12,United States,Oklahoma,Norman,35.205894,-97.445714,Oklahoma University,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Oklahoma University,"University Administration Building, Oklahoma University",217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Kerosene filled wine bottles,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage,0,
1971,11,17,United States,Oklahoma,Norman,35.205894,-97.445714,Oklahoma University,1,0,2,Armed Assault,8,Educational Institution,49,School/University/Educational Building,Black People's Union,"Black People's Union, Oklahoma University",217,United States,White extremists,Racial Supremacy,White,5,Firearms,.22 caliber slug,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Window shattered,0,
1971,11,17,United States,Oklahoma,Norman,35.205894,-97.445714,Oklahoma University,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Oklahoma University,"Storage building, Walker Tower, Wilson Center Cafeteria, Building 8, Microbiology building, and the Bizel Memorial Library at Oklahoma University",217,United States,White extremists,Racial Supremacy,White,8,Incendiary,Explosive wick incendiary devices taped to doors of building.  Library cards dumped on the floor and soaked with glue and molasses.,0,0,0,27,27,0,1,3,Minor (likely < $1 million),200000,"Building 8 destroyed. Walker Tower, Wilson Center Cafeteria, and Storage building damaged.",0,
1972,2,1,United States,Mississippi,Jackson,32.302091,-90.185366,,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Integrated High School,"Central High School, Jackson Mississippi",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,Small homemade bomb,0,0,0,1,1,0,1,3,Minor (likely < $1 million),100,Cabinet destroyed,0,
1973,9,26,United States,Louisiana,New Orleans,29.951027,-90.071422,Interstate 10 on the way into New Orleans,0,0,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,"Regional Director of the Anti-Defamation League, A.I. Botnick","home of Regional Director of the Anti-Defamation League, A.I. Botnick",217,United States,White extremists,Racial Supremacy,White,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,0,,,,,,
1973,10,20,United States,California,San Francisco,37.801341,-122.405667,"Telegraph Hill toward Columbus Avenue, approximately one block from victims' residence in San Francisco; in van; Twenty fourth Street and Minnesota, near the Southern Pacific tracks",1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white couple, Quita and Richard Hague",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,"gun, rope, a lug wrench, and a long machete-like blade",1,1,0,1,1,0,0,,,,,0,
1973,10,22,United States,California,San Francisco,37.777125,-122.419644,Market Street,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white female student, ""Ellen Linder""",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,gun,0,0,0,1,1,0,0,,,,,0,
1973,10,29,United States,California,San Francisco,37.777125,-122.419644,in car by the entrance gate of the University of California at Berkeley extension center,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white female student, Frances Rose",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.22 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,11,25,United States,California,San Francisco,37.782371,-122.417333,"Erakat's Grocery store at 452 Larkin Street,  near Turk Street",1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"Jordanian Arab immigrant, Saleem Erakat, who was perceived to be white",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,11,United States,California,San Francisco,37.777125,-122.419644,telephone booth on Haight and Buchanan Streets in Fillmore,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Paul Dancik",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,13,United States,California,San Francisco,37.754729,-122.398727,outside at 991 Wisconsin Street in Potrero Hill,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Arthur Agnos",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,0,0,0,1,1,0,0,,,,,,
1973,12,13,United States,California,San Francisco,37.777125,-122.419644,"outside on Divisadero Street, towards Haight Street",1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Marietta DiGirolamo",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,20,United States,California,San Francisco,37.775099,-122.444593,600 block of Central Avenue,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Theresa DeMartini",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,0,0,0,1,1,0,0,,,,,,
1973,12,20,United States,California,San Francisco,37.777125,-122.419644,"outside near the corner of Bancroft Avenue and Phelps Street, about a half mile from residence on Goettingen",1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Ilario Bertuccio",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,22,United States,California,San Francisco,37.773009,-122.418631,40 12th Street,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Neal Moynihan",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,22,United States,California,San Francisco,37.777125,-122.419644,outside on Gough and McCoppin Streets,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white woman, Mildred Hosler",217,United States,Zebra killers,Racial Supremacy,Black,5,Firearms,.32 caliber gun,1,1,0,0,0,0,0,,,,,,
1973,12,23,United States,California,San Francisco,37.777125,-122.419644,outside on Pacheco Street and the Great Highway in San Francisco's Sunset district,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,unidentified white man,217,United States,Zebra killers,Racial Supremacy,Black,9,Melee,"knives, machetes, meat cleavers, metal cutters",1,1,0,0,0,0,0,,,,,0,
